admin1,Jan_rain_min,Jan_rain_max,Jan_rain_mean,Jan_rain_count,Jan_rain_median,year,Feb_rain_min,Feb_rain_max,Feb_rain_mean,Feb_rain_median,Mar_rain_min,Mar_rain_max,Mar_rain_mean,Mar_rain_median,Apr_rain_min,Apr_rain_max,Apr_rain_mean,Apr_rain_median,May_rain_min,May_rain_max,May_rain_mean,May_rain_median,Jun_rain_min,Jun_rain_max,Jun_rain_mean,Jun_rain_median,Jul_rain_min,Jul_rain_max,Jul_rain_mean,Jul_rain_median,Aug_rain_min,Aug_rain_max,Aug_rain_mean,Aug_rain_median,Sep_rain_min,Sep_rain_max,Sep_rain_mean,Sep_rain_median,Oct_rain_min,Oct_rain_max,Oct_rain_mean,Oct_rain_median,Nov_rain_min,Nov_rain_max,Nov_rain_mean,Nov_rain_median,Dec_rain_min,Dec_rain_max,Dec_rain_mean,Dec_rain_median,silt_min,silt_max,silt_mean,silt_count,silt_median,bulkdensity_min,bulkdensity_max,bulkdensity_mean,bulkdensity_median,clay_min,clay_max,clay_mean,clay_median,harvested_area,production_mt,yield_mt_ha,value_ksh
Kericho,12.196765899658203,55.51060485839844,25.104852191472457,118,23.90231704711914,2018.0,19.240928649902344,70.41407775878906,43.94272626456568,46.05543518066406,161.2171630859375,394.91729736328125,257.69402145127117,262.06463623046875,292.54266357421875,449.3016662597656,381.34070444915255,386.1895751953125,181.92236328125,422.6853942871094,291.42786679025426,286.14093017578125,132.2051544189453,407.791259765625,259.237006753178,258.42181396484375,68.43632507324219,222.00326538085938,131.3858166710805,133.33392333984375,94.19973754882812,223.91473388671875,143.70325741525423,145.572509765625,48.37024688720703,99.56842803955078,66.47756389036017,64.03852844238281,60.176761627197266,243.65676879882812,157.16662804555085,165.07723999023438,35.87479782104492,138.9734649658203,92.52812168961864,97.07469940185547,57.861244201660156,170.88858032226562,112.1532375529661,109.29481506347656,10.0,39.0,26.57414185105085,36066,26.0,928.0,1340.0,1121.7778517162978,1110.0,28.0,53.0,41.53421505018577,42.0,,,,
Kiambu,21.214988708496094,74.48796081542969,46.58453420430672,119,45.82686996459961,2018.0,15.773279190063477,53.50824737548828,30.119858685661764,30.199371337890625,201.65087890625,384.1147766113281,264.09629398634456,262.9617614746094,274.23016357421875,824.6961669921875,463.5596113445378,436.8676452636719,147.56881713867188,763.3583984375,399.98611475840335,392.8169250488281,19.96878433227539,191.28622436523438,75.34995404411765,69.12645721435547,1.0968505144119263,124.33160400390625,33.897313222163866,27.96308708190918,9.831698417663574,157.30673217773438,52.881585642069325,43.60296630859375,7.019861698150635,60.45146560668945,24.2082745207458,20.3570613861084,12.614538192749023,153.79624938964844,55.65686548056723,48.588199615478516,68.45780181884766,192.8719024658203,115.99643021271008,112.6096420288086,130.9837188720703,196.278564453125,160.95010504201682,161.31797790527344,11.0,49.0,24.84939146679854,36399,24.0,854.0,1420.0,1148.9310145883128,1160.0,21.0,65.0,41.96271875600978,43.0,,,,
Kilifi,3.5442214012145996,14.924907684326172,7.465290798611111,450,7.474091529846191,2018.0,2.4164209365844727,13.041808128356934,8.579139539930555,8.83521842956543,44.39150619506836,173.30528259277344,124.714609375,126.97625732421875,116.64759826660156,328.79638671875,214.1756423611111,211.46954345703125,47.1452522277832,558.7106323242188,243.64265625,228.26797485351562,39.87504577636719,193.08871459960938,109.6087673611111,105.48959350585938,58.811737060546875,258.63653564453125,118.24660590277777,105.7105712890625,17.487041473388672,202.21714782714844,55.53299479166667,52.078365325927734,23.186065673828125,156.5749053955078,69.46602864583333,70.33641052246094,60.17842483520508,441.7929382324219,194.66899305555555,172.63140869140625,39.60574722290039,130.44619750976562,80.69216145833333,82.34174346923828,58.954673767089844,202.64462280273438,134.42583333333334,132.51007080078125,7.0,34.0,17.857306619382673,177086,18.0,1220.0,1680.0,1400.9149904566143,1400.0,10.0,49.0,25.379764634132567,26.0,,,,
Kirinyaga,8.377500534057617,36.06379699707031,18.507494055706523,69,18.937368392944336,2018.0,6.644516944885254,28.193336486816406,15.751049097033514,14.923274993896484,147.85446166992188,401.97174072265625,223.089305932971,205.52760314941406,432.6576232910156,728.5684204101562,576.5929008152174,585.17138671875,176.11375427246094,561.0991821289062,389.0457710597826,405.79669189453125,20.379878997802734,391.620361328125,105.42490375905797,88.77593994140625,15.221369743347168,225.30767822265625,69.21982563405797,59.44580078125,6.184484958648682,103.37163543701172,34.47106049026268,30.911327362060547,14.354951858520508,208.2620849609375,63.98029891304348,42.812904357910156,32.426513671875,171.02525329589844,82.5600727468297,79.13838195800781,123.75411987304688,238.9395751953125,177.75685009057972,173.97036743164062,115.88247680664062,237.39222717285156,165.77799479166666,167.526123046875,12.0,37.0,25.12707495861906,21145,25.0,752.0,1340.0,1080.0967604634666,1090.0,25.0,70.0,46.61579569638212,48.0,,,,
Kisii,25.86089515686035,73.55659484863281,50.61399817088294,63,50.94679260253906,2018.0,46.14558410644531,73.85929870605469,58.10573226686508,58.68162536621094,201.72216796875,306.640380859375,254.29383680555554,253.7533416748047,259.574462890625,432.7139587402344,331.3984375,330.7525939941406,183.27764892578125,366.2809143066406,284.7672371031746,289.2655029296875,88.42526245117188,187.92649841308594,128.77354600694446,125.20393371582031,31.278581619262695,87.32862091064453,56.31890190972222,56.798362731933594,100.46247863769531,172.29978942871094,133.4725322420635,135.124755859375,55.918556213378906,103.5576171875,72.94866071428571,73.21094512939453,138.53759765625,301.68988037109375,224.56138392857142,229.27096557617188,100.49931335449219,180.517822265625,134.09700520833334,132.53395080566406,162.29412841796875,233.17718505859375,190.8197234623016,190.74862670898438,16.0,33.0,25.42316069057105,18825,25.0,880.0,1300.0,1117.081540504648,1120.0,29.0,54.0,42.18772908366534,42.0,,,,
Kisumu,17.212120056152344,38.46650695800781,29.055645751953126,120,29.350574493408203,2018.0,33.674522399902344,94.66197204589844,60.15394694010417,60.13154983520508,192.4197998046875,394.91729736328125,257.943505859375,250.819091796875,249.58135986328125,404.65643310546875,326.90882161458336,327.6167907714844,175.12554931640625,333.390625,261.70172526041665,262.2383117675781,92.5044174194336,284.3636779785156,143.05322265625,131.22052001953125,45.946815490722656,166.55690002441406,85.31266276041667,78.65270233154297,65.3097915649414,154.231689453125,115.25204264322916,112.33929443359375,46.86653518676758,83.8003921508789,61.75026041666667,58.75471878051758,108.59902954101562,288.19384765625,207.1267578125,212.25936889648438,62.615413665771484,131.98388671875,90.0105712890625,88.79586791992188,104.95834350585938,204.3679656982422,152.371875,153.373291015625,13.0,36.0,22.991177738715134,30151,23.0,956.0,1460.0,1257.4250936950682,1270.0,19.0,60.0,37.33876156678054,38.0,,,,
Kitui,2.6504769325256348,27.703601837158203,9.595766387716697,1096,7.67302131652832,2018.0,2.219902992248535,25.82351303100586,7.652119211906935,6.645902633666992,114.21305847167969,404.72955322265625,205.13988366788323,199.72727966308594,99.97956085205078,632.4892578125,303.2198905109489,295.37646484375,1.8519277572631836,106.70903778076172,36.525647239963504,34.57146453857422,0.5494583249092102,58.10519790649414,7.65238919223312,5.587148666381836,0.6772843599319458,44.28400421142578,15.106142364279197,14.527073860168457,0.03373793512582779,30.958534240722656,9.316653954721716,9.468093872070312,1.0993086099624634,83.35755920410156,10.191910569685218,6.4923529624938965,9.04251480102539,108.38200378417969,35.19260378649635,31.159584045410156,45.3348503112793,232.80874633789062,112.88888572080292,112.6965103149414,134.68807983398438,323.3346252441406,207.04490761861314,203.81968688964844,8.0,30.0,16.922695181077085,428602,17.0,977.0,1570.0,1344.4057097260395,1350.0,13.0,59.0,30.298815684481173,30.0,,,,
Kwale,3.389714241027832,30.11538314819336,14.05689187651699,309,14.500236511230469,2018.0,5.152016639709473,17.35765838623047,10.556021977396844,10.61599063873291,78.01216125488281,307.0126953125,172.81510416666666,162.26022338867188,102.65773010253906,411.8272705078125,216.46060881877023,203.87109375,47.32212829589844,769.5057983398438,258.5388349514563,178.36366271972656,29.277587890625,286.472900390625,85.6455552184466,74.05908966064453,27.144411087036133,202.81915283203125,82.58837732605178,72.5830078125,16.032033920288086,158.10971069335938,50.51503716626213,49.28731918334961,25.008935928344727,314.3769836425781,101.82969887742719,85.27513885498047,53.53382110595703,429.3140869140625,241.99668790453075,239.75933837890625,53.91944122314453,130.44619750976562,85.8957827669903,85.44497680664062,86.36442565917969,203.98748779296875,141.12382433252426,142.75234985351562,7.0,27.0,16.311090047393364,116050,16.0,1200.0,1600.0,1390.6585092632486,1390.0,10.0,52.0,24.762007755277896,24.0,,,,
Laikipia,4.530034065246582,31.274993896484375,11.12986164041328,369,9.720335006713867,2018.0,3.613600254058838,19.98208999633789,9.274489488058943,8.668754577636719,93.60893249511719,406.4287109375,175.34584603658536,164.4058837890625,115.59613037109375,371.0349426269531,238.11157689701898,238.8344268798828,31.08827781677246,414.690185546875,160.12263931233062,144.58499145507812,20.372615814208984,577.7860717773438,188.67649051490514,168.76028442382812,5.7166948318481445,149.6027374267578,55.47975948509485,45.75856018066406,0.22279366850852966,114.3685302734375,50.88979928861789,44.78720474243164,2.242525100708008,75.19908142089844,29.7616922848916,31.74798583984375,22.0701847076416,103.78834533691406,53.603129234417345,53.821067810058594,31.201528549194336,146.93101501464844,67.33987550813008,54.694942474365234,43.953857421875,187.81353759765625,110.70206639566396,105.19161987304688,12.0,36.0,25.008151670016836,134819,25.0,946.0,1510.0,1220.8837033355833,1220.0,16.0,59.0,33.12585763134276,33.0,,,,
Lamu,0.09688928723335266,9.830130577087402,4.900752397017046,220,5.109030246734619,2018.0,0.049624014645814896,12.863642692565918,4.6893798828125,4.2736406326293945,1.0675581693649292,171.4013671875,70.29471768465909,70.64028930664062,5.059282302856445,244.62716674804688,171.75685369318182,186.85372924804688,15.056682586669922,655.4835205078125,409.63686079545454,432.4599304199219,7.076258659362793,288.9174499511719,190.10291193181817,201.900390625,3.323383331298828,111.21636962890625,71.19864612926136,73.55325317382812,0.7861975431442261,79.30592346191406,22.83150301846591,22.28396987915039,1.1244056224822998,43.45793151855469,17.993101917613636,18.056865692138672,3.0553855895996094,180.598876953125,71.89301313920454,60.4169921875,0.6610743403434753,65.16618347167969,34.10249911221591,34.96931457519531,0.9775738716125488,146.1806640625,59.970818536931816,56.50908660888672,10.0,34.0,23.41636186152634,85027,24.0,1260.0,1660.0,1428.740894068943,1430.0,12.0,47.0,32.40378938454844,33.0,,,,
Machakos,8.069185256958008,52.43447494506836,25.704834919779692,261,23.985864639282227,2018.0,6.092463493347168,37.78224563598633,19.409381734913794,19.398441314697266,152.7779998779297,411.64251708984375,228.87127334770116,224.43231201171875,222.20433044433594,516.039794921875,369.9605783045977,371.32476806640625,41.96868896484375,399.84228515625,130.19297772988506,116.41024780273438,3.4235503673553467,65.3454818725586,18.849134189415707,15.445693016052246,0.24970179796218872,28.07753562927246,11.746802786757662,11.326899528503418,0.15733352303504944,27.88641357421875,10.410469610572317,9.831698417663574,1.2637959718704224,22.86481475830078,6.744705609434866,5.451677322387695,13.947579383850098,66.66580963134766,33.03036697796935,31.6243953704834,48.808624267578125,246.60951232910156,139.13305196360153,143.56639099121094,95.0601577758789,289.81829833984375,182.9672982519157,178.45021057128906,9.0,30.0,16.362505306854096,84796,16.0,1000.0,1530.0,1317.1852445870088,1320.0,13.0,65.0,35.132447285249306,34.0,,,,
Makueni,2.940876007080078,63.450416564941406,25.668598603920117,338,22.314834594726562,2018.0,5.433663368225098,38.153038024902344,13.863578841531066,11.363935470581055,155.93212890625,395.9512939453125,237.45233912721895,227.154296875,175.63101196289062,598.9057006835938,300.85017566568047,285.9455871582031,12.707588195800781,130.66172790527344,49.93175619452663,43.628196716308594,1.076658844947815,53.09721374511719,10.725481202616495,9.078653335571289,3.241513013563235e-08,36.37323760986328,11.022026107156066,10.174064636230469,0.07080996781587601,37.26744842529297,10.206233820266272,9.272089004516602,1.275085210800171,93.99930572509766,9.479031354012575,6.634635925292969,12.584053993225098,126.03094482421875,36.62320289386095,32.16822814941406,83.61275482177734,253.5638427734375,126.67030325443787,117.29144287109375,129.62710571289062,345.662109375,231.50628698224853,223.7830047607422,9.0,35.0,16.632185987217255,116094,15.0,869.0,1530.0,1332.6265956896998,1350.0,11.0,57.0,29.02407531827657,29.0,,,,
Mandera,0.41126832365989685,4.371912956237793,1.692358454433056,872,1.5020089149475098,2018.0,1.151787519454956,26.890491485595703,10.154696683271215,9.783674240112305,23.151111602783203,123.62384796142578,79.56261647075688,82.57414245605469,139.97079467773438,277.4385986328125,194.69305475917432,193.62008666992188,26.67475128173828,109.57319641113281,51.11875985521789,49.514015197753906,0.8180656433105469,10.02114486694336,2.5712495856328843,2.3361926078796387,0.008455907925963402,15.106234550476074,5.675277849949828,5.732627868652344,5.2031268182872736e-08,9.09920597076416,4.969556336009174,5.0588531494140625,0.7993966341018677,19.38639259338379,3.2681918362958715,2.2529611587524414,29.294403076171875,105.00399780273438,64.90701153956422,63.935089111328125,24.9608211517334,87.1875991821289,50.69403132167431,50.8129997253418,10.147473335266113,198.5490264892578,86.94626218463303,80.21525573730469,13.0,34.0,23.09356726794968,354686,23.0,1170.0,1560.0,1397.251563354629,1410.0,15.0,39.0,26.461983275347773,26.0,,,,
Marsabit,1.124861717224121,29.07076644897461,4.4316600420321635,2565,3.807077169418335,2018.0,1.5854084491729736,129.3694305419922,15.859368908382066,9.732824325561523,36.093299865722656,357.4632263183594,106.2796783625731,103.87760925292969,58.713043212890625,617.5894775390625,196.55277777777778,187.18389892578125,0.47333964705467224,200.41812133789062,38.183583089668616,25.995058059692383,7.162827664330962e-09,100.24971008300781,6.580572307504873,1.5727990865707397,0.0,32.57776641845703,6.912389589424952,6.303501605987549,0.0,51.610923767089844,4.616403965643275,2.85263729095459,1.5197731961791305e-09,42.68780517578125,3.748740177266082,1.4222750663757324,0.34278544783592224,217.69154357910156,35.64949744152047,29.93008041381836,1.913947582244873,109.33618927001953,26.716066642300195,23.010530471801758,16.561721801757812,203.72366333007812,60.33516691033138,48.792991638183594,6.0,37.0,22.78216554221848,972477,24.0,879.0,1640.0,1349.4971541743403,1360.0,10.0,57.0,30.252828601601887,30.0,,,,
Meru,2.350571632385254,25.57343292236328,10.563372934464928,278,9.056516647338867,2018.0,2.8061537742614746,28.526718139648438,9.814113260173112,8.985269546508789,105.2851333618164,640.305419921875,281.9111117356115,269.5224609375,258.4576110839844,761.860107421875,499.07666366906477,481.22381591796875,1.714334487915039,552.7154541015625,168.10130957733813,126.86248016357422,0.00305346236564219,219.19139099121094,40.670954642535975,14.4891939163208,8.716028593314107e-11,106.06111145019531,24.00470717176259,16.54990005493164,7.412496927372558e-08,70.44615173339844,13.402461429294064,7.960372447967529,2.6812775135040283,141.84072875976562,23.222347122302157,8.07016372680664,18.061756134033203,191.47377014160156,68.23400264163669,59.04778289794922,69.45414733886719,302.3255920410156,163.03654732464028,152.7034912109375,77.36040496826172,404.95013427734375,201.4969087230216,197.4356689453125,10.0,46.0,25.046330720116384,98984,25.0,710.0,1430.0,1135.752848945284,1150.0,16.0,84.0,42.3115756081791,41.0,,,,
Migori,20.44414710998535,84.48590087890625,43.27442108812949,139,38.36349868774414,2018.0,44.10797119140625,120.97515869140625,69.5296903102518,66.95074462890625,101.27781677246094,252.56214904785156,175.12216164568346,180.391357421875,170.0200958251953,313.17333984375,247.2718637589928,242.38206481933594,164.8390350341797,349.72283935546875,257.1048223920863,256.363525390625,40.64833068847656,143.17333984375,73.74303760116906,66.30052947998047,7.760702133178711,47.26403045654297,21.767695804294064,20.432964324951172,31.53466796875,123.31672668457031,73.9269475044964,70.04423522949219,9.674688339233398,92.49029541015625,48.17937837230216,48.71837615966797,67.94357299804688,265.96466064453125,150.61966052158274,137.6194610595703,45.74767303466797,143.97125244140625,88.8498060926259,87.85795593261719,112.14173889160156,217.19711303710938,173.73063736510792,177.10186767578125,12.0,43.0,24.56447311125626,36744,25.0,1050.0,1420.0,1248.785325495319,1250.0,19.0,56.0,35.38237535379926,35.0,,,,
Mombasa,7.442797660827637,10.410399436950684,8.763800484793526,14,8.504192352294922,2018.0,5.6227803230285645,9.019262313842773,6.821036747523716,6.479163646697998,84.07405090332031,173.30528259277344,114.02459716796875,101.8633804321289,207.48199462890625,328.79638671875,258.7826450892857,251.62948608398438,356.1158142089844,618.0164794921875,469.59702845982144,472.2067565917969,105.3399658203125,166.79006958007812,131.16694859095983,129.79049682617188,126.28799438476562,227.34890747070312,169.24466378348214,160.8038787841797,27.67509651184082,133.40829467773438,73.150146484375,65.64199829101562,116.76372528076172,148.0270233154297,135.09168352399553,139.89755249023438,247.17755126953125,410.61724853515625,296.17044503348217,294.8660888671875,63.89009475708008,118.6176986694336,86.96761648995536,86.25261688232422,106.98412322998047,146.15591430664062,128.3525652204241,129.79522705078125,10.0,28.0,19.860550458715597,3270,20.0,1230.0,1520.0,1381.538226299694,1390.0,15.0,40.0,27.4434250764526,28.0,,,,
Murang'a,20.880189895629883,88.45835876464844,39.58802823153409,110,33.54054260253906,2018.0,12.907639503479004,98.3305892944336,28.504112659801137,27.028583526611328,148.17645263671875,542.1257934570312,255.41647727272726,246.01060485839844,393.3133850097656,956.9386596679688,612.1919034090909,605.5081176757812,193.33782958984375,885.5159912109375,480.89829545454546,472.317138671875,18.385711669921875,355.5564880371094,101.97905717329546,95.05522155761719,10.963414192199707,127.2592544555664,52.22743252840909,42.87310028076172,12.671765327453613,171.0430908203125,53.53593306107955,38.306243896484375,6.110751152038574,79.21151733398438,31.82298916903409,27.455360412597656,37.09288024902344,198.96649169921875,82.11744495738637,77.15503692626953,105.05062866210938,269.4598388671875,155.54144176136364,154.16122436523438,124.10270690917969,253.79244995117188,164.7600497159091,164.75491333007812,11.0,57.0,24.017370761534185,35980,24.0,655.0,1460.0,1110.8162312395775,1120.0,23.0,73.0,47.124458032240135,48.0,,,,
Nairobi,23.557554244995117,85.24237823486328,41.39833068847656,40,38.958351135253906,2018.0,22.312896728515625,38.404624938964844,29.206820678710937,29.83258056640625,185.30975341796875,284.69903564453125,236.9696533203125,235.9458465576172,229.1944122314453,423.0705261230469,323.5392822265625,312.6573486328125,147.56881713867188,428.56591796875,260.9293701171875,247.27999877929688,11.809507369995117,68.12242126464844,40.41714172363281,38.788482666015625,4.7590484619140625,36.016357421875,20.91895446777344,23.727230072021484,10.291406631469727,60.179386138916016,31.525717163085936,33.39509963989258,8.91774845123291,29.426496505737305,17.67048034667969,16.958526611328125,24.025779724121094,51.41915512084961,35.751104736328124,36.110931396484375,84.06964874267578,129.81007385253906,102.36729736328125,101.53446960449219,125.40731811523438,201.25096130371094,160.50439453125,160.63531494140625,15.0,31.0,22.960687245195107,10302,23.0,989.0,1430.0,1247.9585517375267,1260.0,25.0,61.0,42.150747427683946,42.0,,,,
Nandi,14.726373672485352,38.93868637084961,23.827880859375,131,23.2452392578125,2018.0,24.430831909179688,109.5467529296875,50.93862565601145,47.00010299682617,147.2684783935547,394.91729736328125,241.24707776717557,234.82275390625,292.2628479003906,488.97332763671875,392.7211951335878,391.3887939453125,175.12554931640625,377.6717529296875,275.8194775763359,273.4708251953125,111.72845458984375,321.2615966796875,229.60561784351145,242.247802734375,76.32691192626953,256.1223449707031,182.31282800572518,187.41664123535156,88.3115234375,187.18609619140625,153.85681059160305,156.42727661132812,52.804439544677734,115.78152465820312,79.59904281965649,77.79279327392578,80.8814697265625,299.447998046875,181.61302779103053,176.10870361328125,13.253385543823242,111.94340515136719,58.66548634303435,54.15562057495117,25.074615478515625,204.3679656982422,97.91049171040076,89.50724792480469,15.0,33.0,25.460492211991806,40511,26.0,892.0,1320.0,1135.6837402187061,1130.0,24.0,51.0,40.80657105477525,41.0,,,,
Narok,22.70281982421875,185.7305908203125,81.38280064491654,659,73.0096435546875,2018.0,19.769704818725586,89.85542297363281,40.57900227617603,38.688270568847656,145.73619079589844,370.55853271484375,254.5702295144158,253.61978149414062,224.32952880859375,669.6070556640625,380.9518920713202,365.64337158203125,38.709014892578125,455.7188720703125,187.53043199924127,177.83111572265625,3.813251495361328,321.23626708984375,91.13336968892261,67.75782775878906,0.1417899876832962,148.39987182617188,41.42092066578149,34.327423095703125,5.737837982522365e-10,195.55880737304688,97.03992792109257,99.99070739746094,0.00014493922935798764,97.30802154541016,33.582950018968134,25.761844635009766,1.466909408569336,199.41952514648438,56.65204737291351,45.61769485473633,31.240793228149414,142.93724060058594,69.93368266312595,68.176025390625,74.12065887451172,197.6775665283203,124.5549838770865,116.96784973144531,13.0,48.0,28.763124,250000,29.0,866.0,1520.0,1214.57664,1230.0,19.0,53.0,33.066012,33.0,,,,
Nyamira,27.24945068359375,62.59809875488281,45.72993270210598,46,47.309898376464844,2018.0,35.07255172729492,65.36430358886719,52.93294093919837,53.114810943603516,240.9295654296875,311.70697021484375,265.28793733016306,266.52362060546875,268.75457763671875,432.7139587402344,367.3426460597826,370.95086669921875,179.89215087890625,346.5957336425781,266.46921705163044,278.13421630859375,95.49917602539062,189.69277954101562,144.83669115149456,151.2772216796875,56.30018615722656,90.79747009277344,75.14748747452445,76.04934692382812,94.2242431640625,151.37493896484375,121.4109523607337,122.81301879882812,55.918556213378906,86.13610076904297,70.32908033288044,68.71175384521484,134.985595703125,282.0465087890625,207.66820227581522,213.623779296875,103.94928741455078,180.517822265625,138.46955672554347,134.4910888671875,137.29806518554688,205.2678680419922,177.95870838994566,183.3121337890625,16.0,44.0,25.171825549980703,12955,25.0,487.0,1350.0,1107.933770744886,1100.0,30.0,51.0,41.25171748359707,41.0,,,,
Nyandarua,10.824057579040527,88.45835876464844,34.35985995960884,147,28.963138580322266,2018.0,4.826308250427246,98.3305892944336,24.465979751275512,19.558698654174805,106.78838348388672,542.1257934570312,233.25042517006804,201.5413055419922,194.64129638671875,956.9386596679688,402.30521896258506,376.71270751953125,115.65644836425781,763.3583984375,329.199537627551,319.1484680175781,91.1998291015625,365.2117919921875,255.98945046768708,273.6480407714844,11.866898536682129,155.72120666503906,88.88252683886054,89.86557006835938,29.451231002807617,172.9981231689453,98.46764721513605,97.02510833740234,16.24848747253418,97.27000427246094,60.32099011479592,60.45146560668945,15.9556884765625,198.96649169921875,86.82579985119048,80.10566711425781,37.742706298828125,269.4598388671875,83.21586681547619,71.33676147460938,39.53076171875,253.79244995117188,117.92986022534014,113.75740051269531,17.0,51.0,30.61109679635833,46572,30.0,771.0,1320.0,1131.154169887486,1140.0,23.0,52.0,38.05960663059349,38.0,,,,
Nyeri,6.074146270751953,59.88961410522461,29.722359183784967,143,27.43756103515625,2018.0,8.04667854309082,56.756866455078125,24.66994577687937,22.549762725830078,107.59497833251953,446.6044921875,247.85623361013987,228.50762939453125,211.9033966064453,735.54833984375,477.78365384615387,489.8772277832031,51.44498062133789,564.7095336914062,332.3656031468532,367.31298828125,53.58127212524414,391.620361328125,156.5578562062937,136.44854736328125,21.246753692626953,225.30767822265625,66.74423623251748,64.89700317382812,11.408379554748535,141.43441772460938,55.91511076813811,43.431602478027344,23.59124183654785,208.2620849609375,57.80385434877623,49.14983367919922,42.04438018798828,191.47377014160156,103.37120984484265,90.0150146484375,70.70135498046875,231.88674926757812,140.3658763111888,138.6490020751953,65.67796325683594,254.8275604248047,162.12251420454547,165.9382781982422,17.0,39.0,26.397624613051992,47487,26.0,729.0,1370.0,1111.136353107166,1120.0,24.0,59.0,39.753974772042874,39.0,,,,
Samburu,1.3728878498077393,11.630017280578613,5.374628577781372,773,5.201972007751465,2018.0,0.7478379607200623,21.728797912597656,6.700436610608021,5.957064151763916,60.885189056396484,421.8708190917969,164.67860608020698,157.12867736816406,87.60354614257812,487.12066650390625,242.0365863518758,237.505859375,1.3763846158981323,274.2006530761719,85.37126051099612,72.19185638427734,1.7868478252580644e-08,265.71441650390625,57.350334532664945,37.38332748413086,0.0,90.53868103027344,19.426827296248383,14.229039192199707,0.0,119.09744262695312,21.546690552231567,12.692390441894531,1.3294987333267727e-08,51.43027877807617,7.404768732818564,2.583902359008789,7.92079646316779e-08,147.72537231445312,37.540922137774906,29.855791091918945,0.9216975569725037,121.13993835449219,48.22796733505822,46.74574279785156,38.982696533203125,222.53982543945312,109.5179697606727,107.71134185791016,11.0,34.0,20.820625365066395,296179,20.0,902.0,1550.0,1326.9633836294943,1350.0,15.0,47.0,27.949530520394763,27.0,,,,
Siaya,19.15601348876953,36.704410552978516,27.72307524809966,148,27.084022521972656,2018.0,46.317230224609375,126.17106628417969,72.00215767525337,72.75162506103516,137.30953979492188,304.5108642578125,201.70692567567568,198.97885131835938,229.11236572265625,354.8939208984375,291.7872677364865,286.119140625,155.79837036132812,487.7773132324219,260.6806376689189,244.54510498046875,56.327354431152344,209.15386962890625,113.16507865287163,110.08489990234375,20.85266876220703,105.17030334472656,50.806577940244935,46.48527526855469,45.54055404663086,136.1084442138672,92.2877296241554,89.80949401855469,22.792491912841797,113.13931274414062,65.46871040962837,59.07985305786133,96.02099609375,259.8912658691406,189.1812183277027,192.87632751464844,49.50168228149414,134.18960571289062,83.37153584248311,78.94949340820312,122.90860748291016,191.02069091796875,156.35583826013513,156.21226501464844,12.0,32.0,21.91789232787251,35831,22.0,1020.0,1410.0,1257.9636627501325,1260.0,16.0,62.0,40.63927883676146,41.0,,,,
Taita Taveta,2.9370312690734863,58.91257858276367,16.849834855195063,628,13.790848731994629,2018.0,3.185915470123291,15.012925148010254,6.824870310011943,6.455510139465332,139.3271026611328,353.13629150390625,233.64502886146497,238.00936889648438,78.48533630371094,436.27496337890625,191.0826035031847,187.3986053466797,1.5946117639541626,110.13439178466797,38.95050631966561,37.87503433227539,0.1539144665002823,79.6272964477539,22.239599920382165,18.41415786743164,0.23380346596240997,81.88651275634766,23.444172658738058,20.291431427001953,2.950016498565674,62.14042663574219,17.500217705015924,15.014610290527344,2.724895477294922,114.5082015991211,29.500855269705415,28.635160446166992,8.495537757873535,280.85479736328125,86.74010997213375,78.49099731445312,38.33285140991211,119.21099853515625,69.65078249402866,68.91297912597656,101.69403839111328,317.10614013671875,179.92512191480893,175.3492431640625,5.0,33.0,14.70470779760125,240792,14.0,899.0,1660.0,1363.642645935081,1380.0,14.0,50.0,28.411404863948967,28.0,,,,
Tana River,0.1989431083202362,12.009431838989258,5.293487657586422,1403,5.247189044952393,2018.0,0.1130419671535492,16.480831146240234,5.5801947138943335,5.237526893615723,1.4969348907470703,228.59600830078125,150.09106601924447,150.35885620117188,6.612488746643066,372.88623046875,143.11813970064148,134.614501953125,0.4738155007362366,416.94342041015625,49.255891393442624,19.053085327148438,6.424813570049537e-09,191.55332946777344,32.67344251158232,16.175966262817383,0.0,123.31108093261719,23.169074082323593,16.025962829589844,2.3522579439827496e-08,73.32904052734375,14.093376915538133,9.992034912109375,0.33988234400749207,83.69583129882812,18.886980465965788,17.735557556152344,1.937373399734497,214.80191040039062,40.330430327868854,29.53522300720215,0.947134256362915,120.38713073730469,52.763592524946546,49.605079650878906,1.9239699840545654,309.6358642578125,151.6778777619387,153.09906005859375,8.0,34.0,18.659688182248782,551027,18.0,1190.0,1630.0,1422.9836287514042,1420.0,11.0,60.0,29.472519495414925,29.0,,,,
